"";"distrito";"tipo_accidente";"estado_meteorologico";"tipo_vehiculo";"tipo_persona";"rango_edad";"sexo";"positiva_alcohol";"positiva_droga";"grado_lesividad";"categoria_lesividad";"mes";"partes_dia";"coordenada_x_utm";"coordenada_y_utm"
"7077";"FUENCARRAL-EL PARDO";"Colisión fronto-lateral";"Despejado";"Turismo";"Pasajero";"Menor de 5 años";"Mujer";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"February";"Tarde";433768,42;4487154,55
"7082";"TETUÁN";"Colisión lateral";"Desconocido";"Turismo";"Conductor";"De 18 a 20 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"February";"Tarde";441046,12;4478174,02
"7093";"SALAMANCA";"Colisión fronto-lateral";"Despejado";"Motocicleta > 125cc";"Conductor";"De 25 a 29 años";"Hombre";"N";"No realizado";"Leve";"Ingreso inferior o igual a 24 horas";"February";"Noche";443235,88;4474878,36
"7094";"SALAMANCA";"Colisión fronto-lateral";"Despejado";"Turismo";"Conductor";"De 35 a 39 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"February";"Noche";443235,88;4474878,36
"7095";"SALAMANCA";"Colisión fronto-lateral";"Despejado";"Turismo";"Pasajero";"De 35 a 39 años";"Mujer";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"February";"Noche";443235,88;4474878,36
"7096";"SALAMANCA";"Colisión fronto-lateral";"Despejado";"Turismo";"Pasajero";"De 6  a  9 años";"Mujer";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"February";"Noche";443235,88;4474878,36
"7097";"SALAMANCA";"Colisión fronto-lateral";"Despejado";"Turismo";"Pasajero";"De 65 a 69 años";"Mujer";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"February";"Noche";443235,88;4474878,36
"7098";"SALAMANCA";"Colisión fronto-lateral";"Despejado";"Turismo";"Pasajero";"De 65 a 69 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"February";"Noche";443235,88;4474878,36
"7099";"SALAMANCA";"Colisión fronto-lateral";"Despejado";"Turismo";"Pasajero";"Menor de 5 años";"Mujer";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"February";"Noche";443235,88;4474878,36
"7102";"FUENCARRAL-EL PARDO";"Caída";"Despejado";"Motocicleta hasta 125cc";"Conductor";"De 25 a 29 años";"Hombre";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"February";"Mañana";443435,47;4483112,18
"7105";"CARABANCHEL";"Colisión lateral";"Despejado";"Turismo";"Conductor";"De 30 a 34 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"February";"Madrugada";437372,63;4471213,77
"7112";"CIUDAD LINEAL";"Colisión lateral";"Despejado";"Turismo";"Conductor";"De 25 a 29 años";"Mujer";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"February";"Mañana";444082,67;4475001,14
"7113";"CIUDAD LINEAL";"Colisión lateral";"Despejado";"Turismo";"Conductor";"De 45 a 49 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"February";"Mañana";444082,67;4475001,14
"7114";"MORATALAZ";"Caída";"Despejado";"VMU eléctrico";"Conductor";"De 55 a 59 años";"Hombre";"N";"No realizado";"Leve";"Asistencia en urgencias sin posterior ingreso";"February";"Tarde";446844,26;4472672,08
"7115";"MORATALAZ";"Colisión múltiple";"Despejado";"Turismo";"Conductor";"De 55 a 59 años";"Mujer";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"February";"Tarde";446537,08;4473480,64
"7117";"MORATALAZ";"Colisión múltiple";"Despejado";"Turismo";"Conductor";"De 65 a 69 años";"Hombre";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"February";"Tarde";446537,08;4473480,64
"7118";"MORATALAZ";"Colisión múltiple";"Despejado";"Turismo";"Pasajero";"De 15 a 17 años";"Hombre";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"February";"Tarde";446537,08;4473480,64
"7119";"VILLA DE VALLECAS";"Colisión fronto-lateral";"Despejado";"Turismo";"Conductor";"De 25 a 29 años";"Mujer";"N";"No realizado";"Leve";"Asistencia en urgencias sin posterior ingreso";"February";"Mañana";447495,13;4470713,52
"7120";"VILLA DE VALLECAS";"Colisión fronto-lateral";"Despejado";"Turismo";"Conductor";"De 30 a 34 años";"Mujer";"N";"No realizado";"Leve";"Ingreso inferior o igual a 24 horas";"February";"Mañana";447495,13;4470713,52
"7128";"FUENCARRAL-EL PARDO";"Colisión múltiple";"Despejado";"Furgoneta";"Conductor";"De 25 a 29 años";"Mujer";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"February";"Tarde";441663,86;4481607,5
"7129";"FUENCARRAL-EL PARDO";"Colisión múltiple";"Despejado";"Turismo";"Conductor";"De 18 a 20 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"February";"Tarde";441663,86;4481607,5
"7130";"FUENCARRAL-EL PARDO";"Colisión múltiple";"Despejado";"Turismo";"Conductor";"De 35 a 39 años";"Mujer";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"February";"Tarde";441663,86;4481607,5
"7131";"FUENCARRAL-EL PARDO";"Colisión múltiple";"Despejado";"Turismo";"Pasajero";"De 45 a 49 años";"Mujer";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"February";"Tarde";441663,86;4481607,5
"7132";"CHAMARTÍN";"Alcance";"Despejado";"Turismo";"Conductor";"De 25 a 29 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"February";"Tarde";442401,41;4481642,61
"7133";"CHAMARTÍN";"Alcance";"Despejado";"Turismo";"Conductor";"De 60 a 64 años";"Hombre";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"February";"Tarde";442401,41;4481642,61
"7134";"PUENTE DE VALLECAS";"Colisión múltiple";"Despejado";"Turismo";"Conductor";"De 40 a 44 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"February";"Noche";442534,41;4471437,93
"7135";"PUENTE DE VALLECAS";"Colisión múltiple";"Despejado";"Turismo";"Conductor";"De 45 a 49 años";"Hombre";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"February";"Noche";442534,41;4471437,93
"7136";"PUENTE DE VALLECAS";"Colisión múltiple";"Despejado";"Turismo";"Conductor";"De 45 a 49 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"February";"Noche";442534,41;4471437,93
"7137";"PUENTE DE VALLECAS";"Colisión múltiple";"Despejado";"Turismo";"Pasajero";"De 10 a 14 años";"Hombre";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"February";"Noche";442534,41;4471437,93
"7138";"PUENTE DE VALLECAS";"Colisión múltiple";"Despejado";"Turismo";"Pasajero";"De 21 a 24 años";"Hombre";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"February";"Noche";442534,41;4471437,93
"7139";"PUENTE DE VALLECAS";"Colisión múltiple";"Despejado";"Turismo";"Pasajero";"De 35 a 39 años";"Mujer";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"February";"Noche";442534,41;4471437,93
"7140";"PUENTE DE VALLECAS";"Colisión múltiple";"Despejado";"Turismo";"Pasajero";"De 50 a 54 años";"Mujer";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"February";"Noche";442534,41;4471437,93
"7141";"PUENTE DE VALLECAS";"Colisión múltiple";"Despejado";"Turismo";"Pasajero";"De 50 a 54 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"February";"Noche";442534,41;4471437,93
"7142";"PUENTE DE VALLECAS";"Colisión múltiple";"Despejado";"Turismo";"Pasajero";"De 6  a  9 años";"Hombre";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"February";"Noche";442534,41;4471437,93
"7143";"TETUÁN";"Alcance";"Despejado";"Motocicleta > 125cc";"Conductor";"De 50 a 54 años";"Hombre";"N";"No realizado";"Grave";"Ingreso superior a 24 horas";"February";"Mañana";440409,79;4478349,22
"7144";"TETUÁN";"Alcance";"Despejado";"Turismo";"Conductor";"De 40 a 44 años";"Hombre";"N";"1";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"February";"Mañana";440409,79;4478349,22
"7145";"TETUÁN";"Alcance";"Despejado";"Turismo";"Pasajero";"De 35 a 39 años";"Hombre";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"February";"Mañana";440409,79;4478349,22
"7146";"CENTRO";"Alcance";"Despejado";"Furgoneta";"Conductor";"De 40 a 44 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"February";"Tarde";440730,7;4474362,02
"7147";"CENTRO";"Alcance";"Despejado";"Motocicleta hasta 125cc";"Conductor";"De 30 a 34 años";"Hombre";"N";"No realizado";"Leve";"Ingreso inferior o igual a 24 horas";"February";"Tarde";440730,7;4474362,02
"7150";"VILLAVERDE";"Colisión fronto-lateral";"Despejado";"Autobús";"Conductor";"De 45 a 49 años";"Hombre";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"February";"Mañana";442079,07;4467940,09
"7151";"VILLAVERDE";"Colisión fronto-lateral";"Despejado";"Autobús";"Pasajero";"De 55 a 59 años";"Mujer";"N";"No realizado";"Leve";"Asistencia sanitaria inmediata en centro de salud o mutua";"February";"Mañana";442079,07;4467940,09
"7152";"VILLAVERDE";"Colisión fronto-lateral";"Despejado";"Autobús";"Pasajero";"De 55 a 59 años";"Mujer";"N";"No realizado";"Leve";"Asistencia sanitaria inmediata en centro de salud o mutua";"February";"Mañana";442079,07;4467940,09
"7153";"VILLAVERDE";"Colisión fronto-lateral";"Despejado";"Autobús";"Pasajero";"De 55 a 59 años";"Hombre";"N";"No realizado";"Leve";"Asistencia sanitaria inmediata en centro de salud o mutua";"February";"Mañana";442079,07;4467940,09
"7154";"VILLAVERDE";"Colisión fronto-lateral";"Despejado";"Furgoneta";"Conductor";"De 55 a 59 años";"Hombre";"N";"No realizado";"Leve";"Asistencia sanitaria inmediata en centro de salud o mutua";"February";"Mañana";442079,07;4467940,09
"7158";"USERA";"Atropello a persona";"Desconocido";"Turismo";"Peatón";"De 35 a 39 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"February";"Mañana";439404,39;4470741,19
"7161";"USERA";"Atropello a persona";"Despejado";"Turismo";"Conductor";"De 40 a 44 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"February";"Mañana";440736,82;4470459
"7162";"USERA";"Atropello a persona";"Despejado";"Turismo";"Peatón";"De 21 a 24 años";"Mujer";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"February";"Mañana";440736,82;4470459
"7163";"SALAMANCA";"Colisión fronto-lateral";"Despejado";"Motocicleta hasta 125cc";"Conductor";"De 30 a 34 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"February";"Mañana";442754,04;4475933,66
"7164";"SALAMANCA";"Colisión fronto-lateral";"Despejado";"Motocicleta hasta 125cc";"Conductor";"De 35 a 39 años";"Hombre";"N";"No realizado";"Leve";"Asistencia sanitaria inmediata en centro de salud o mutua";"February";"Mañana";442754,04;4475933,66
"7165";"SALAMANCA";"Alcance";"Despejado";"Turismo";"Conductor";"De 55 a 59 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"February";"Mañana";441532,45;4475466,01
"7166";"SALAMANCA";"Alcance";"Despejado";"Turismo";"Conductor";"De 60 a 64 años";"Mujer";"N";"No realizado";"Leve";"Asistencia en urgencias sin posterior ingreso";"February";"Mañana";441532,45;4475466,01
"7167";"SALAMANCA";"Alcance";"Despejado";"Turismo";"Pasajero";"De 21 a 24 años";"Mujer";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"February";"Mañana";441532,45;4475466,01
"7168";"SALAMANCA";"Alcance";"Despejado";"Turismo";"Pasajero";"De 6  a  9 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"February";"Mañana";441532,45;4475466,01
"7174";"USERA";"Alcance";"Desconocido";"Turismo";"Conductor";"De 35 a 39 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"February";"Mañana";440905,55;4469692,84
"7175";"USERA";"Alcance";"Desconocido";"Turismo";"Conductor";"De 40 a 44 años";"Hombre";"N";"No realizado";"Leve";"Asistencia ambulatoria con posterioridad";"February";"Mañana";440905,55;4469692,84
"7178";"CHAMARTÍN";"Atropello a persona";"Despejado";"Turismo";"Conductor";"De 65 a 69 años";"Mujer";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"February";"Tarde";442797,59;4477389,77
"7179";"CHAMARTÍN";"Atropello a persona";"Despejado";"Turismo";"Peatón";"De 70 a 74 años";"Mujer";"N";"No realizado";"Mortal";"Fallecido 24 horas";"February";"Tarde";442797,59;4477389,77
"7180";"VICÁLVARO";"Colisión fronto-lateral";"Despejado";"Motocicleta > 125cc";"Conductor";"De 55 a 59 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"February";"Noche";448299,35;4472725,65
"7181";"VICÁLVARO";"Colisión fronto-lateral";"Despejado";"Turismo";"Conductor";"De 55 a 59 años";"Mujer";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"February";"Noche";448299,35;4472725,65
"7182";"HORTALEZA";"Choque contra obstáculo fijo";"Despejado";"Turismo";"Conductor";"Más de 74 años";"Mujer";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"February";"Tarde";447123,06;4484399,04
"7183";"CIUDAD LINEAL";"Alcance";"Despejado";"Motocicleta hasta 125cc";"Conductor";"De 25 a 29 años";"Hombre";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"February";"Tarde";445948,65;4476395,32
"7184";"CIUDAD LINEAL";"Alcance";"Despejado";"Turismo";"Conductor";"De 55 a 59 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"February";"Tarde";445948,65;4476395,32
"7185";"SALAMANCA";"Colisión lateral";"Despejado";"Turismo";"Conductor";"De 40 a 44 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"February";"Tarde";441992,51;4475767,3
"7186";"SALAMANCA";"Colisión lateral";"Despejado";"Turismo";"Conductor";"De 60 a 64 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"February";"Tarde";441992,51;4475767,3
"7187";"HORTALEZA";"Choque contra obstáculo fijo";"Despejado";"Turismo";"Conductor";"De 30 a 34 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"February";"Tarde";447365,96;4478429,66
"7188";"HORTALEZA";"Choque contra obstáculo fijo";"Despejado";"Turismo";"Conductor";"De 40 a 44 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"February";"Tarde";447365,96;4478429,66
"7191";"CIUDAD LINEAL";"Colisión fronto-lateral";"Despejado";"Turismo";"Conductor";"De 25 a 29 años";"Hombre";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"February";"Tarde";445003,97;4476493,19
"7192";"CIUDAD LINEAL";"Colisión fronto-lateral";"Despejado";"Turismo";"Conductor";"De 25 a 29 años";"Hombre";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"February";"Tarde";445003,97;4476493,19
"7193";"CIUDAD LINEAL";"Colisión fronto-lateral";"Despejado";"Turismo";"Pasajero";"De 25 a 29 años";"Hombre";"N";"No realizado";"Leve";"Asistencia sanitaria inmediata en centro de salud o mutua";"February";"Tarde";445003,97;4476493,19
"7194";"CHAMARTÍN";"Caída";"Despejado";"Motocicleta hasta 125cc";"Conductor";"De 21 a 24 años";"Hombre";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"February";"Noche";442973,77;4477410,04
"7197";"HORTALEZA";"Colisión fronto-lateral";"Despejado";"Cuadriciclo ligero";"Conductor";"De 15 a 17 años";"Mujer";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"February";"Noche";445810,96;4484157,65
"7198";"HORTALEZA";"Colisión fronto-lateral";"Despejado";"Motocicleta hasta 125cc";"Conductor";"De 40 a 44 años";"Hombre";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"February";"Noche";445810,96;4484157,65
"7201";"RETIRO";"Caída";"Despejado";"VMU eléctrico";"Conductor";"De 25 a 29 años";"Mujer";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"February";"Tarde";442111,36;4473478,33
"7204";"PUENTE DE VALLECAS";"Colisión lateral";"Despejado";"Tractocamión";"Conductor";"De 60 a 64 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"February";"Tarde";444950,58;4472305,63
"7205";"PUENTE DE VALLECAS";"Colisión lateral";"Despejado";"Turismo";"Conductor";"De 40 a 44 años";"Mujer";"N";"No realizado";"Leve";"Asistencia en urgencias sin posterior ingreso";"February";"Tarde";444950,58;4472305,63
"7206";"PUENTE DE VALLECAS";"Colisión lateral";"Despejado";"Turismo";"Pasajero";"De 65 a 69 años";"Mujer";"N";"No realizado";"Leve";"Asistencia en urgencias sin posterior ingreso";"February";"Tarde";444950,58;4472305,63
"7208";"HORTALEZA";"Choque contra obstáculo fijo";"Despejado";"Turismo";"Conductor";"De 40 a 44 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"February";"Tarde";444801,43;4478983,98
"7209";"MONCLOA-ARAVACA";"Colisión fronto-lateral";"Despejado";"Motocicleta > 125cc";"Conductor";"De 35 a 39 años";"Hombre";"N";"No realizado";"Leve";"Ingreso inferior o igual a 24 horas";"February";"Noche";439837,56;4477770,17
"7210";"MONCLOA-ARAVACA";"Colisión fronto-lateral";"Despejado";"Turismo";"Conductor";"De 35 a 39 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"February";"Noche";439837,56;4477770,17
"7211";"MONCLOA-ARAVACA";"Colisión fronto-lateral";"Despejado";"Turismo";"Pasajero";"De 35 a 39 años";"Mujer";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"February";"Noche";439837,56;4477770,17
"7212";"USERA";"Colisión fronto-lateral";"Desconocido";"Turismo";"Conductor";"De 18 a 20 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"February";"Noche";441087,46;4468637,81
"7213";"USERA";"Colisión fronto-lateral";"Desconocido";"Turismo";"Conductor";"De 25 a 29 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"February";"Noche";441087,46;4468637,81
"7218";"USERA";"Choque contra obstáculo fijo";"Desconocido";"Camión rígido";"Conductor";"De 55 a 59 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"February";"Tarde";440568,71;4468677,98
"7220";"MONCLOA-ARAVACA";"Colisión fronto-lateral";"Despejado";"Ciclomotor";"Conductor";"De 25 a 29 años";"Hombre";"N";"No realizado";"Leve";"Asistencia ambulatoria con posterioridad";"February";"Noche";433951,67;4478997,12
"7221";"MONCLOA-ARAVACA";"Colisión fronto-lateral";"Despejado";"Turismo";"Conductor";"De 35 a 39 años";"Mujer";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"February";"Noche";433951,67;4478997,12
"7233";"CHAMBERÍ";"Alcance";"Despejado";"Turismo";"Conductor";"De 50 a 54 años";"Hombre";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"February";"Tarde";441308,43;4477213,84
"7234";"CHAMBERÍ";"Alcance";"Despejado";"Turismo";"Conductor";"Más de 74 años";"Mujer";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"February";"Tarde";441308,43;4477213,84
"7235";"TETUÁN";"Caída";"Despejado";"Ciclomotor";"Conductor";"De 30 a 34 años";"Hombre";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"February";"Noche";441251,59;4478298,54
"7237";"USERA";"Colisión fronto-lateral";"Despejado";"Motocicleta hasta 125cc";"Conductor";"De 21 a 24 años";"Hombre";"N";"No realizado";"Leve";"Ingreso inferior o igual a 24 horas";"February";"Tarde";440258,98;4470855,26
"7238";"USERA";"Colisión fronto-lateral";"Despejado";"Motocicleta hasta 125cc";"Pasajero";"De 21 a 24 años";"Hombre";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"February";"Tarde";440258,98;4470855,26
