"";"distrito";"tipo_accidente";"estado_meteorologico";"tipo_vehiculo";"tipo_persona";"rango_edad";"sexo";"positiva_alcohol";"positiva_droga";"grado_lesividad";"categoria_lesividad";"mes";"partes_dia"
"5027";"CENTRO";"Atropello a persona";"Despejado";"Bicicleta EPAC (pedaleo asistido)";"Peatón";"De 21 a 24 años";"Mujer";"N";"No realizado";"Leve";"Asistencia ambulatoria con posterioridad";"February";"Madrugada"
"5029";"CHAMARTÍN";"Despeñamiento";"Despejado";"Turismo";"Conductor";"De 35 a 39 años";"Mujer";"N";"No realizado";"Mortal";"Fallecido 24 horas";"February";"Madrugada"
"5030";"CARABANCHEL";"Atropello a persona";"Despejado";"Furgoneta";"Conductor";"De 40 a 44 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"February";"Madrugada"
"5031";"CARABANCHEL";"Atropello a persona";"Despejado";"Furgoneta";"Peatón";"De 40 a 44 años";"Mujer";"N";"No realizado";"Leve";"Ingreso inferior o igual a 24 horas";"February";"Madrugada"
"5033";"USERA";"Colisión fronto-lateral";"Despejado";"Turismo";"Conductor";"De 50 a 54 años";"Hombre";"S";"1";"Sin asistencia";"Sin asistencia sanitaria";"February";"Madrugada"
"5034";"USERA";"Colisión fronto-lateral";"Despejado";"Turismo";"Conductor";"De 60 a 64 años";"Hombre";"N";"No realizado";"Leve";"Ingreso inferior o igual a 24 horas";"February";"Madrugada"
"5035";"USERA";"Colisión fronto-lateral";"Despejado";"Turismo";"Pasajero";"De 18 a 20 años";"Mujer";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"February";"Madrugada"
"5036";"USERA";"Colisión fronto-lateral";"Despejado";"Turismo";"Pasajero";"De 25 a 29 años";"Mujer";"N";"No realizado";"Leve";"Ingreso inferior o igual a 24 horas";"February";"Madrugada"
"5037";"USERA";"Colisión fronto-lateral";"Despejado";"Turismo";"Pasajero";"De 55 a 59 años";"Mujer";"N";"No realizado";"Leve";"Ingreso inferior o igual a 24 horas";"February";"Madrugada"
"5040";"CARABANCHEL";"Choque contra obstáculo fijo";"Despejado";"Turismo";"Conductor";"De 21 a 24 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"February";"Mañana"
"5041";"VILLAVERDE";"Caída";"Nublado";"Bicicleta";"Conductor";"De 55 a 59 años";"Hombre";"N";"No realizado";"Leve";"Asistencia en urgencias sin posterior ingreso";"February";"Tarde"
"5048";"TETUÁN";"Alcance";"Despejado";"Motocicleta > 125cc";"Conductor";"De 35 a 39 años";"Hombre";"N";"No realizado";"Leve";"Ingreso inferior o igual a 24 horas";"February";"Mañana"
"5049";"TETUÁN";"Alcance";"Despejado";"Turismo";"Conductor";"De 45 a 49 años";"Hombre";"S";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"February";"Mañana"
"5050";"PUENTE DE VALLECAS";"Choque contra obstáculo fijo";"Despejado";"Turismo";"Conductor";"De 50 a 54 años";"Hombre";"S";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"February";"Mañana"
"5051";"RETIRO";"Colisión fronto-lateral";"Nublado";"Turismo";"Conductor";"De 35 a 39 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"February";"Tarde"
"5052";"RETIRO";"Colisión fronto-lateral";"Nublado";"Turismo";"Conductor";"De 40 a 44 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"February";"Tarde"
"5053";"RETIRO";"Choque contra obstáculo fijo";"Nublado";"Turismo";"Conductor";"De 25 a 29 años";"Hombre";"S";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"February";"Mañana"
"5054";"RETIRO";"Choque contra obstáculo fijo";"Nublado";"Turismo";"Peatón";"De 21 a 24 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"February";"Mañana"
"5058";"FUENCARRAL-EL PARDO";"Alcance";"Despejado";"Motocicleta hasta 125cc";"Conductor";"De 40 a 44 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"February";"Mañana"
"5059";"FUENCARRAL-EL PARDO";"Alcance";"Despejado";"Turismo";"Conductor";"De 25 a 29 años";"Hombre";"S";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"February";"Mañana"
"5060";"SAN BLAS-CANILLEJAS";"Choque contra obstáculo fijo";"Nublado";"Turismo";"Conductor";"De 30 a 34 años";"Hombre";"S";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"February";"Mañana"
"5061";"CHAMBERÍ";"Caída";"Lluvia débil";"Motocicleta > 125cc";"Conductor";"De 30 a 34 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"February";"Tarde"
"5062";"CHAMBERÍ";"Caída";"Lluvia débil";"Motocicleta > 125cc";"Pasajero";"De 25 a 29 años";"Mujer";"N";"No realizado";"Leve";"Asistencia en urgencias sin posterior ingreso";"February";"Tarde"
"5063";"FUENCARRAL-EL PARDO";"Colisión lateral";"Despejado";"Turismo";"Conductor";"De 35 a 39 años";"Mujer";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"February";"Tarde"
"5064";"FUENCARRAL-EL PARDO";"Colisión lateral";"Despejado";"Turismo";"Conductor";"Más de 74 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"February";"Tarde"
"5065";"FUENCARRAL-EL PARDO";"Colisión lateral";"Despejado";"Turismo";"Pasajero";"De 70 a 74 años";"Mujer";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"February";"Tarde"
"5066";"HORTALEZA";"Colisión frontal";"Despejado";"Turismo";"Conductor";"De 35 a 39 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"February";"Mañana"
"5067";"HORTALEZA";"Colisión frontal";"Despejado";"Turismo";"Conductor";"De 45 a 49 años";"Hombre";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"February";"Mañana"
"5068";"HORTALEZA";"Colisión frontal";"Despejado";"Turismo";"Pasajero";"De 10 a 14 años";"Mujer";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"February";"Mañana"
"5069";"HORTALEZA";"Colisión frontal";"Despejado";"Turismo";"Pasajero";"De 35 a 39 años";"Mujer";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"February";"Mañana"
"5070";"HORTALEZA";"Colisión frontal";"Despejado";"Turismo";"Pasajero";"Menor de 5 años";"Hombre";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"February";"Mañana"
"5074";"USERA";"Atropello a persona";"Nublado";"Turismo";"Peatón";"Más de 74 años";"Mujer";"N";"No realizado";"Grave";"Ingreso superior a 24 horas";"February";"Tarde"
"5077";"RETIRO";"Colisión fronto-lateral";"Nublado";"Turismo";"Conductor";"De 21 a 24 años";"Hombre";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"February";"Tarde"
"5078";"RETIRO";"Colisión fronto-lateral";"Nublado";"Turismo";"Conductor";"De 35 a 39 años";"Hombre";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"February";"Tarde"
"5079";"RETIRO";"Colisión fronto-lateral";"Nublado";"Turismo";"Pasajero";"De 18 a 20 años";"Mujer";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"February";"Tarde"
"5084";"CARABANCHEL";"Alcance";"Despejado";"Motocicleta hasta 125cc";"Conductor";"De 35 a 39 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"February";"Tarde"
"5085";"CARABANCHEL";"Alcance";"Despejado";"Turismo";"Conductor";"De 30 a 34 años";"Mujer";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"February";"Tarde"
"5086";"CHAMARTÍN";"Alcance";"Despejado";"Turismo";"Conductor";"De 25 a 29 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"February";"Tarde"
"5087";"CHAMARTÍN";"Alcance";"Despejado";"Turismo";"Conductor";"De 30 a 34 años";"Mujer";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"February";"Tarde"
"5088";"CHAMARTÍN";"Alcance";"Despejado";"Turismo";"Pasajero";"De 21 a 24 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"February";"Tarde"
"5089";"CHAMARTÍN";"Alcance";"Despejado";"Turismo";"Pasajero";"Menor de 5 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"February";"Tarde"
"5090";"LATINA";"Colisión fronto-lateral";"Nublado";"Turismo";"Conductor";"De 40 a 44 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"February";"Madrugada"
"5091";"LATINA";"Colisión fronto-lateral";"Nublado";"Turismo";"Conductor";"De 45 a 49 años";"Mujer";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"February";"Madrugada"
"5095";"CARABANCHEL";"Choque contra obstáculo fijo";"Despejado";"Turismo";"Conductor";"Desconocido";"Desconocido";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"February";"Tarde"
"5096";"CARABANCHEL";"Choque contra obstáculo fijo";"Despejado";"Turismo";"Conductor";"Desconocido";"Desconocido";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"February";"Tarde"
"5097";"CARABANCHEL";"Choque contra obstáculo fijo";"Despejado";"Turismo";"Conductor";"Desconocido";"Desconocido";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"February";"Tarde"
"5098";"VILLA DE VALLECAS";"Caída";"Despejado";"Ciclomotor";"Conductor";"De 18 a 20 años";"Hombre";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"February";"Tarde"
"5100";"CENTRO";"Colisión lateral";"Despejado";"Turismo";"Conductor";"De 40 a 44 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"February";"Tarde"
"5101";"CARABANCHEL";"Caída";"Despejado";"Motocicleta hasta 125cc";"Conductor";"De 21 a 24 años";"Mujer";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"February";"Tarde"
"5102";"CARABANCHEL";"Caída";"Despejado";"Turismo";"Conductor";"De 65 a 69 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"February";"Tarde"
"5103";"CARABANCHEL";"Caída";"Despejado";"Turismo";"Pasajero";"De 45 a 49 años";"Mujer";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"February";"Tarde"
"5114";"TETUÁN";"Colisión lateral";"Desconocido";"Turismo";"Pasajero";"De 40 a 44 años";"Mujer";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"February";"Noche"
"5115";"VICÁLVARO";"Colisión frontal";"Despejado";"Turismo";"Conductor";"De 40 a 44 años";"Hombre";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"February";"Tarde"
"5116";"VICÁLVARO";"Colisión frontal";"Despejado";"Turismo";"Conductor";"De 45 a 49 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"February";"Tarde"
"5117";"VICÁLVARO";"Colisión frontal";"Despejado";"Turismo";"Pasajero";"De 40 a 44 años";"Mujer";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"February";"Tarde"
"5118";"CHAMBERÍ";"Colisión frontal";"Lluvia débil";"Bicicleta";"Conductor";"De 21 a 24 años";"Mujer";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"February";"Noche"
"5119";"CHAMBERÍ";"Colisión frontal";"Lluvia débil";"Turismo";"Conductor";"De 50 a 54 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"February";"Noche"
"5120";"PUENTE DE VALLECAS";"Atropello a persona";"Nublado";"Turismo";"Conductor";"De 65 a 69 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"February";"Noche"
"5121";"PUENTE DE VALLECAS";"Atropello a persona";"Nublado";"Turismo";"Peatón";"De 30 a 34 años";"Mujer";"N";"No realizado";"Leve";"Ingreso inferior o igual a 24 horas";"February";"Noche"
"5122";"FUENCARRAL-EL PARDO";"Choque contra obstáculo fijo";"Despejado";"Turismo";"Conductor";"De 25 a 29 años";"Mujer";"N";"No realizado";"Leve";"Asistencia sanitaria inmediata en centro de salud o mutua";"February";"Noche"
"5123";"FUENCARRAL-EL PARDO";"Choque contra obstáculo fijo";"Despejado";"Turismo";"Conductor";"De 60 a 64 años";"Hombre";"S";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"February";"Noche"
"5124";"FUENCARRAL-EL PARDO";"Choque contra obstáculo fijo";"Despejado";"Turismo";"Pasajero";"De 10 a 14 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"February";"Noche"
"5125";"FUENCARRAL-EL PARDO";"Choque contra obstáculo fijo";"Despejado";"Turismo";"Pasajero";"De 35 a 39 años";"Mujer";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"February";"Noche"
"5132";"FUENCARRAL-EL PARDO";"Alcance";"Despejado";"Turismo";"Conductor";"De 18 a 20 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"February";"Madrugada"
"5133";"FUENCARRAL-EL PARDO";"Alcance";"Despejado";"Turismo";"Conductor";"De 50 a 54 años";"Hombre";"N";"No realizado";"Leve";"Asistencia en urgencias sin posterior ingreso";"February";"Madrugada"
"5137";"CARABANCHEL";"Alcance";"Despejado";"Ciclomotor";"Conductor";"De 40 a 44 años";"Hombre";"N";"No realizado";"Leve";"Ingreso inferior o igual a 24 horas";"February";"Madrugada"
"5138";"CARABANCHEL";"Alcance";"Despejado";"Turismo";"Conductor";"De 25 a 29 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"February";"Madrugada"
"5139";"CARABANCHEL";"Alcance";"Despejado";"Turismo";"Pasajero";"De 21 a 24 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"February";"Madrugada"
"5140";"CARABANCHEL";"Alcance";"Despejado";"Turismo";"Pasajero";"De 21 a 24 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"February";"Madrugada"
"5147";"CENTRO";"Atropello a persona";"Despejado";"Turismo";"Conductor";"De 45 a 49 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"February";"Madrugada"
"5148";"CENTRO";"Atropello a persona";"Despejado";"Turismo";"Peatón";"De 35 a 39 años";"Hombre";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"February";"Madrugada"
"5154";"CARABANCHEL";"Colisión fronto-lateral";"Despejado";"Motocicleta hasta 125cc";"Conductor";"De 21 a 24 años";"Hombre";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"February";"Mañana"
"5155";"CARABANCHEL";"Colisión fronto-lateral";"Despejado";"Turismo";"Conductor";"De 40 a 44 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"February";"Mañana"
"5156";"HORTALEZA";"Atropello a persona";"Despejado";"Turismo";"Conductor";"De 45 a 49 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"February";"Mañana"
"5157";"HORTALEZA";"Atropello a persona";"Despejado";"Turismo";"Peatón";"De 25 a 29 años";"Hombre";"N";"No realizado";"Leve";"Ingreso inferior o igual a 24 horas";"February";"Mañana"
"5164";"CHAMARTÍN";"Colisión frontal";"Despejado";"Furgoneta";"Conductor";"De 30 a 34 años";"Hombre";"N";"No realizado";"Leve";"Asistencia ambulatoria con posterioridad";"February";"Mañana"
"5165";"CHAMARTÍN";"Colisión frontal";"Despejado";"Turismo";"Conductor";"De 25 a 29 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"February";"Mañana"
"5166";"CHAMARTÍN";"Colisión frontal";"Despejado";"Turismo";"Conductor";"De 50 a 54 años";"Mujer";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"February";"Mañana"
"5167";"CHAMARTÍN";"Colisión frontal";"Despejado";"Turismo";"Pasajero";"De 25 a 29 años";"Mujer";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"February";"Mañana"
"5168";"HORTALEZA";"Caída";"Despejado";"Bicicleta";"Conductor";"De 45 a 49 años";"Hombre";"N";"No realizado";"Leve";"Ingreso inferior o igual a 24 horas";"February";"Mañana"
"5169";"CHAMARTÍN";"Colisión fronto-lateral";"Despejado";"Turismo";"Conductor";"De 21 a 24 años";"Hombre";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"February";"Noche"
"5170";"CHAMARTÍN";"Colisión fronto-lateral";"Despejado";"Turismo";"Conductor";"De 30 a 34 años";"Hombre";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"February";"Noche"
"5171";"CHAMARTÍN";"Colisión fronto-lateral";"Despejado";"Turismo";"Pasajero";"De 30 a 34 años";"Hombre";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"February";"Noche"
"5172";"CIUDAD LINEAL";"Alcance";"Despejado";"Motocicleta hasta 125cc";"Conductor";"De 25 a 29 años";"Hombre";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"February";"Mañana"
"5173";"CIUDAD LINEAL";"Alcance";"Despejado";"Turismo";"Conductor";"De 30 a 34 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"February";"Mañana"
"5174";"TETUÁN";"Alcance";"Nublado";"Ciclomotor";"Conductor";"De 21 a 24 años";"Mujer";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"February";"Mañana"
"5175";"TETUÁN";"Alcance";"Nublado";"Furgoneta";"Conductor";"De 18 a 20 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"February";"Mañana"
"5178";"SALAMANCA";"Colisión fronto-lateral";"Despejado";"Turismo";"Conductor";"De 35 a 39 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"February";"Mañana"
"5179";"SALAMANCA";"Colisión fronto-lateral";"Despejado";"Turismo";"Conductor";"De 50 a 54 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"February";"Mañana"
"5188";"SAN BLAS-CANILLEJAS";"Colisión fronto-lateral";"Nublado";"Tractocamión";"Conductor";"De 45 a 49 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"February";"Mañana"
"5190";"SAN BLAS-CANILLEJAS";"Colisión fronto-lateral";"Nublado";"Turismo";"Pasajero";"De 10 a 14 años";"Mujer";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"February";"Mañana"
"5191";"SAN BLAS-CANILLEJAS";"Colisión fronto-lateral";"Nublado";"Turismo";"Pasajero";"De 10 a 14 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"February";"Mañana"
"5192";"TETUÁN";"Colisión fronto-lateral";"Nublado";"Motocicleta hasta 125cc";"Conductor";"De 35 a 39 años";"Hombre";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"February";"Mañana"
"5193";"TETUÁN";"Colisión fronto-lateral";"Nublado";"Turismo";"Conductor";"De 21 a 24 años";"Mujer";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"February";"Mañana"
"5194";"TETUÁN";"Caída";"Nublado";"Motocicleta > 125cc";"Conductor";"De 40 a 44 años";"Hombre";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"February";"Mañana"
"5195";"PUENTE DE VALLECAS";"Colisión frontal";"Despejado";"Motocicleta > 125cc";"Conductor";"De 50 a 54 años";"Hombre";"N";"No realizado";"Grave";"Ingreso superior a 24 horas";"February";"Tarde"
"5196";"PUENTE DE VALLECAS";"Colisión frontal";"Despejado";"Turismo";"Conductor";"De 40 a 44 años";"Mujer";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"February";"Tarde"
"5204";"CIUDAD LINEAL";"Colisión fronto-lateral";"Despejado";"Autobús articulado";"Conductor";"De 60 a 64 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"February";"Noche"
"5205";"CIUDAD LINEAL";"Colisión fronto-lateral";"Despejado";"Autobús articulado";"Pasajero";"De 50 a 54 años";"Hombre";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"February";"Noche"
"5206";"CIUDAD LINEAL";"Colisión fronto-lateral";"Despejado";"Camión rígido";"Conductor";"De 25 a 29 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"February";"Noche"
"5209";"CENTRO";"Colisión lateral";"Despejado";"Motocicleta > 125cc";"Conductor";"De 50 a 54 años";"Hombre";"N";"No realizado";"Leve";"Asistencia en urgencias sin posterior ingreso";"February";"Tarde"
